UFID,Set,Year,Project,LoadSlope,AvgShortLength,SWGarea,AngusGBC,BrahmanGBC
400132,4,2016,Semin,29.8836708,12.0588,NA,0.741402,0.258598
400133,4,2016,Semin,31.8631447,6.6526,NA,0.750964,0.249036
400134,4,2016,Semin,31.1607507,6.9282,NA,0.771083,0.228917
400135,4,2016,Semin,11.9406975,10.7654,NA,0.636721,0.363279
400136,4,2016,Semin,NA,13.4456,NA,0.731786,0.268214
400138,4,2016,Semin,15.2611054,9.9502,NA,0.826763,0.173237
400139,4,2016,Semin,34.0873923,6.1104,NA,0.729796,0.270204
400140,4,2016,Semin,25.190402,11.8374,NA,0.79887,0.20113
400141,4,2016,Semin,34.4918009,9.553,NA,0.793952,0.206048
500001,5,2017,Semin,26.5212979,8.6078,371.73,0.758225,0.241775
500002,5,2017,Semin,31.2136264,5.3924,303.97,0.593547,0.406453
500003,5,2017,Semin,15.195431,6.131,268.74,0.698715,0.301285
500004,5,2017,Semin,25.6599664,7.8438,142.76,0.666272,0.333728
500005,5,2017,Semin,30.4422847,6.9786,208.14,0.714974,0.285026
500006,5,2017,Semin,28.8481786,5.599,259.83,0.716212,0.283788
500007,5,2017,Semin,NA,5.5696,299.78,0.683376,0.316624
500008,5,2017,Semin,28.0254142,5.8104,263.84,0.733538,0.266462
500009,5,2017,Semin,38.4642382,5.973,239.61,0.777376,0.222624
500010,5,2017,Semin,16.8409599,5.699,NA,0.756378,0.243622
500011,5,2017,Semin,16.7766814,9.4672,380.45,0.783318,0.216682
500012,5,2017,Semin,48.8644951,6.2772,194.19,0.677131,0.322869
500013,5,2017,Semin,19.2064077,5.5876,406.86,0.704793,0.295207
500014,5,2017,Semin,36.0473676,6.0044,74.06,0.644158,0.355842
500015,5,2017,Semin,32.8977224,6.5176,232.21,0.680702,0.319298
500016,5,2017,Semin,30.4422847,5.6096,399.54,0.647894,0.352106
500017,5,2017,Semin,24.8243462,5.4784,180.75,0.725428,0.274572
500018,5,2017,Semin,85.5417917,6.2986,309.5,0.73872,0.26128
500019,5,2017,Semin,24.8243462,4.884,435.76,0.686484,0.313516
500020,5,2017,Semin,25.634255,5.4082,636.58,0.716827,0.283173
500021,5,2017,Semin,32.0363909,7.0374,228.6,0.73568,0.26432
500022,5,2017,Semin,43.2851236,5.2718,415.81,0.594287,0.405713
500023,5,2017,Semin,28.0382699,5.4754,340.33,0.509225,0.490775
500024,5,2017,Semin,31.2521935,4.1174,326.85,0.695573,0.304427
500025,5,2017,Semin,34.4275501,6.966,285.23,0.638818,0.361182
500026,5,2017,Semin,33.6562084,8.729,381.69,0.75825,0.24175
500027,5,2017,Semin,29.6195203,5.8904,377.95,0.79741,0.20259
500028,5,2017,Semin,18.435066,7.3644,265.24,0.728273,0.271727
500029,5,2017,Semin,51.2427986,8.1482,212.04,0.651608,0.348392
500030,5,2017,Semin,33.797621,5.0966,193.65,0.678393,0.321607
500031,5,2017,Semin,27.2540725,4.7352,564.2,0.66767,0.33233
500033,5,2017,Semin,25.6599664,5.8964,317.81,0.688146,0.311854
500034,5,2017,Semin,29.7609329,8.1268,318.07,0.73417,0.26583
500036,5,2017,Semin,28.0511256,5.3288,422.5,0.711186,0.288814
500037,5,2017,Semin,NA,9.038,423.01,0.647796,0.352204
500038,5,2017,Semin,27.3440624,8.583,255.02,0.694166,0.305834
500039,5,2017,Semin,28.8353229,5.9226,350.25,0.702946,0.297054
500040,5,2017,Semin,39.312714,7.3856,253.55,0.78696,0.21304
500042,5,2017,Semin,28.0254142,8.594,477.94,0.673346,0.326654
500043,5,2017,Semin,21.636134,6.477,285,0.744839,0.255161
500044,5,2017,Semin,34.4404058,7.9334,610.51,0.658722,0.341278
500045,5,2017,Semin,39.2484355,5.9842,255.71,0.761701,0.238299
500046,5,2017,Semin,47.2575332,6.4412,257.85,0.699917,0.300083
500047,5,2017,Semin,26.4441637,3.7246,316.35,0.678528,0.321472
500048,5,2017,Semin,30.6736872,4.0018,267.29,0.722357,0.277643
500049,5,2017,Semin,28.8224672,4.3738,511.74,0.730594,0.269406
500050,5,2017,Semin,32.8462996,3.9728,340.64,0.675989,0.324011
500051,5,2017,Semin,17.6508686,3.5906,513.94,0.743618,0.256382
500052,5,2017,Semin,29.6580874,2.8226,435.74,0.626784,0.373216
500053,5,2017,Semin,20.8519366,6.9064,353.47,0.707003,0.292997
500054,5,2017,Semin,41.6524504,6.065,313.04,0.755753,0.244247
500055,5,2017,Semin,44.1464552,4.932,619.9,0.715844,0.284156
500056,5,2017,Semin,40.8425417,4.4244,344.94,0.674537,0.325463
500057,5,2017,Semin,38.4642382,4.131,593.56,0.71527,0.28473
500058,5,2017,Semin,23.2173844,4.1632,413.25,0.769277,0.230723
500059,5,2017,Semin,27.2283611,5.6818,384.15,0.753881,0.246119
500060,5,2017,Semin,34.4275501,5.0946,450.4,0.67401,0.32599
500061,5,2017,Semin,37.6414737,5.6452,347.6,0.7105,0.2895
500062,5,2017,Semin,24.0530045,6.3898,324.46,0.736368,0.263632
500063,5,2017,Semin,24.0530045,7.6444,297.48,0.650325,0.349675
500064,5,2017,Semin,12.8299832,7.5324,308.73,0.724373,0.275627
500065,5,2017,Semin,25.6728221,7.8356,176.23,0.664135,0.335865
500066,5,2017,Semin,24.8372019,8.2572,259.93,0.722204,0.277796
500067,5,2017,Semin,15.2982765,6.2784,677.03,0.722268,0.277732
500068,5,2017,Semin,29.6195203,14.504,383.42,0.848063,0.151937
500069,5,2017,Semin,17.6251573,7.4544,349.45,0.741027,0.258973
500070,5,2017,Semin,32.2935048,6.0794,296.16,0.734785,0.265215
500071,5,2017,Semin,NA,2.4412,391.05,0.719627,0.280373
500072,5,2017,Semin,28.1282597,5.9322,323.6,0.836241,0.163759
500073,5,2017,Semin,47.2961003,8.1376,222.48,0.814681,0.185319
500074,5,2017,Semin,32.0621023,7.8976,172.72,0.72395,0.27605
500075,5,2017,Semin,28.0382699,7.2548,228.61,0.633097,0.366903
500076,5,2017,Semin,27.2926396,5.9498,367.24,0.653889,0.346111
500077,5,2017,Semin,27.3312067,7.3174,320.15,0.746827,0.253173
500078,5,2017,Semin,29.6452317,6.3554,443.52,0.504976,0.495024
500079,5,2017,Semin,24.1687058,7.9234,303.42,0.753813,0.246187
500080,5,2017,Semin,32.0363909,10.1816,230.35,0.810416,0.189584
500081,5,2017,Semin,23.2302401,8.8434,188.36,0.784618,0.215382
500082,5,2017,Semin,36.0602233,10.3726,326.09,0.817832,0.182168
500083,5,2017,Semin,29.632376,8.339,334.31,0.625386,0.374614
500084,5,2017,Semin,29.632376,6.5446,322.27,0.716629,0.283371
500085,5,2017,Semin,37.6414737,5.6714,208.01,0.679471,0.320529
500086,5,2017,Semin,18.4093546,7.2734,304.81,0.683961,0.316039
500087,5,2017,Semin,21.6489897,5.7342,193.28,0.727866,0.272134
500088,5,2017,Semin,33.6819198,5.922,203.03,0.717759,0.282241
500089,5,2017,Semin,24.8243462,4.8,183.64,0.695901,0.304099
500090,5,2017,Semin,26.5084422,4.9342,184.04,0.707201,0.292799
500091,5,2017,Semin,38.682785,7.361,285.99,0.861232,0.138768
500092,5,2017,Semin,41.6910175,6.415,319.75,0.67169,0.32831
500093,5,2017,Semin,32.0235352,7.216,180.86,0.774291,0.225709
500094,5,2017,Semin,36.073079,7.2408,172.07,0.766104,0.233896
500095,5,2017,Semin,29.632376,6.5208,322.02,0.634175,0.365825
500096,5,2017,Semin,32.8848667,9.4268,341.53,0.690148,0.309852
500097,5,2017,Semin,32.8848667,8.6418,158.92,0.739923,0.260077
500098,5,2017,Semin,22.4588984,7.27,276.46,0.727686,0.272314
500099,5,2017,Semin,18.4222103,5.6668,328.96,0.687057,0.312943
500100,5,2017,Semin,NA,5.5956,293.48,0.774769,0.225231
500101,5,2017,Semin,20.8519366,5.6898,267.93,0.663888,0.336112
500102,5,2017,Semin,38.4899495,7.781,292.22,0.7796,0.2204
500103,5,2017,Semin,30.6736872,9.5974,407.4,0.652796,0.347204
500104,5,2017,Semin,25.6599664,4.6072,182.67,0.606846,0.393154
500105,5,2017,Semin,39.2355798,8.5984,381.99,0.785427,0.214573
500106,5,2017,Semin,26.5984321,8.402,383.03,0.615474,0.384526
500107,5,2017,Semin,30.4551404,5.3548,315.81,0.723303,0.276697
500108,5,2017,Semin,31.2393378,6.1596,328.42,0.778591,0.221409
500109,5,2017,Semin,16.0181954,6.382,154.95,0.707445,0.292555
500110,5,2017,Semin,12.7914161,4.5894,264.92,0.687678,0.312322
500111,5,2017,Semin,35.2888816,7.4282,301.8,0.815796,0.184204
500112,5,2017,Semin,22.4588984,5.1828,NA,0.749672,0.250328
500113,5,2017,Semin,36.8315649,7.6014,290.32,0.70198,0.29802
500114,5,2017,Semin,43.2208451,6.585,392.32,0.730417,0.269583
500115,5,2017,Semin,26.5084422,5.7936,349.94,0.475438,0.524562
500116,5,2017,Semin,36.0345119,8.9874,397.43,0.789891,0.210109
500117,5,2017,Semin,20.1577291,6.7192,251.06,0.793643,0.206357
500118,5,2017,Semin,25.7628119,6.0208,364.28,0.798045,0.201955
500119,5,2017,Semin,19.193552,9.439,487.93,0.715363,0.284637
500120,5,2017,Semin,17.6123016,7.642,258.21,0.706337,0.293663
500121,5,2017,Semin,28.8224672,8.8768,439.38,0.697287,0.302713
500122,5,2017,Semin,23.2430958,10.971,289.47,0.774855,0.225145
500124,5,2017,Semin,27.2283611,5.7542,260.41,0.677042,0.322958
500125,5,2017,Semin,37.6543294,6.103,370.63,0.718097,0.281903
500126,5,2017,Semin,16.8281042,6.4874,259.35,0.697652,0.302348
500127,5,2017,Semin,NA,5.4188,455.63,0.725654,0.274346
500128,5,2017,Semin,30.4165734,5.7832,360.23,0.773542,0.226458
500129,5,2017,Semin,22.4074756,5.7484,336.06,0.71478,0.28522
500130,5,2017,Semin,36.2659144,4.6676,440.33,0.678165,0.321835
500131,5,2017,Semin,29.6195203,3.478,425.01,0.564507,0.435493
500132,5,2017,Semin,23.2302401,4.5454,564.73,0.630818,0.369182
500133,5,2017,Semin,16.8666713,6.9298,229.44,0.447796,0.552204
500134,5,2017,Semin,26.4441637,12.5702,386.73,0.861559,0.138441
500135,5,2017,Semin,24.8629133,7.736,286.9,0.734875,0.265125
500136,5,2017,Semin,30.4551404,5.092,358.27,0.760483,0.239517
500137,5,2017,Semin,33.7461982,NA,207.26,0.724323,0.275677
500138,5,2017,Semin,20.9162151,6.0632,494.95,0.723059,0.276941
500139,5,2017,Semin,30.4679961,8.4576,388.52,0.825054,0.174946
500140,5,2017,Semin,20.0420278,9.23,339.76,0.742454,0.257546
500141,5,2017,Semin,35.2503145,8.0112,260.73,0.639385,0.360615
500142,5,2017,Semin,21.6232783,5.5104,315.87,0.635225,0.364775
500143,5,2017,Semin,24.8372019,5.8104,302.42,0.789567,0.210433
500144,5,2017,Semin,39.2998583,9.2558,193.22,0.798041,0.201959
500145,5,2017,Semin,35.2117474,7.311,222.3,0.687947,0.312053
500146,5,2017,Semin,20.0163164,6.372,393.97,0.681878,0.318122
500147,5,2017,Semin,31.2393378,6.2092,414.55,0.717197,0.282803
500148,5,2017,Semin,43.2594122,6.2926,332.37,0.756658,0.243342
500149,5,2017,Semin,28.8353229,8.504,276.82,0.647023,0.352977
500150,5,2017,Semin,29.6452317,6.327,562.17,0.743546,0.256454
500151,5,2017,Semin,21.6232783,5.936,347.18,0.616098,0.383902
500152,5,2017,Semin,19.2321191,7.4298,438.3,0.700467,0.299533
500153,5,2017,Semin,24.0272932,7.2754,165.91,0.779679,0.220321
500154,5,2017,Semin,NA,5.939,291.39,0.718853,0.281147
500155,5,2017,Semin,30.5451303,5.0028,563.18,0.711706,0.288294
500156,5,2017,Semin,20.0420278,5.6646,353.95,0.686878,0.313122
500157,5,2017,Semin,21.6232783,5.1568,251.57,0.716857,0.283143
500158,5,2017,Semin,NA,4.5466,435.81,0.697297,0.302703
500159,5,2017,Semin,41.626739,6.1944,276.93,0.631557,0.368443
500160,5,2017,Semin,27.2283611,4.3126,401.6,0.680333,0.319667
500161,5,2017,Semin,33.6562084,6.5128,318.56,0.754062,0.245938
500162,5,2017,Semin,40.868253,8.4604,257.02,0.796385,0.203615
500163,5,2017,Semin,32.8334439,6.0022,421.34,0.713234,0.286766
500164,5,2017,Semin,40.829686,3.3166,268.8,0.720876,0.279124
500165,5,2017,Semin,36.0602233,4.3022,191,0.729144,0.270856
500166,5,2017,Semin,28.8867457,3.922,522.32,0.631123,0.368877
500167,5,2017,Semin,NA,7.1164,187.48,0.745209,0.254791
500168,5,2017,Semin,26.4184523,6.8544,385.2,0.715019,0.284981
500169,5,2017,Semin,NA,4.7264,222.25,0.695892,0.304108
500170,5,2017,Semin,21.0062049,5.7562,294.26,0.731859,0.268141
500171,5,2017,Semin,30.4422847,6.733,228.6,0.736587,0.263413
500172,5,2017,Semin,28.0639812,4.3158,394.37,0.650808,0.349192
500173,5,2017,Semin,20.8005138,5.629,345.07,0.753845,0.246155
500174,5,2017,Semin,30.4679961,7.4108,419.72,0.653439,0.346561
500175,5,2017,Semin,46.4347688,6.9182,192.07,0.787796,0.212204
500176,5,2017,Semin,25.6985334,6.1126,391.88,0.711597,0.288403
500177,5,2017,Semin,15.2082867,5.228,300.85,0.602765,0.397235
500178,5,2017,Semin,32.872011,5.3862,517.9,0.715255,0.284745
500179,5,2017,Semin,33.6433527,5.5106,170.15,0.776729,0.223271
500180,5,2017,Semin,40.829686,5.0746,434.11,0.719391,0.280609
500181,5,2017,Semin,36.8444206,5.819,258.95,0.739204,0.260796
500182,5,2017,Semin,20.0163164,4.9652,340.56,0.595379,0.404621
500183,5,2017,Semin,32.8462996,6.3816,316.37,0.681263,0.318737
500184,5,2017,Semin,25.6471107,5.9758,333.63,0.76146,0.23854
500185,5,2017,Semin,17.6123016,6.3742,353.68,0.704902,0.295098
500186,5,2017,Semin,56.0379726,7.135,408.8,0.808426,0.191574
500187,5,2017,Semin,32.872011,10.6008,349.8,0.744721,0.255279
500188,5,2017,Semin,34.4789728,4.6238,319.14,0.795238,0.204762
500189,5,2017,Semin,NA,17.6146,492.61,0.829654,0.170346
500190,5,2017,Semin,25.7885233,5.3512,300.9,0.688639,0.311361
500191,5,2017,Semin,25.7885233,4.7202,269.87,0.650487,0.349513
500192,5,2017,Semin,38.4899495,10.4548,167.12,0.770228,0.229772
500193,5,2017,Semin,13.6141806,5.4714,262.36,0.779694,0.220306
500194,5,2017,Semin,54.4567222,7.4982,550.93,0.726449,0.273551
500195,5,2017,Semin,40.7782632,5.5508,450.89,0.67942,0.32058
500196,5,2017,Semin,17.6123016,6.5424,252.94,0.773751,0.226249
500197,5,2017,Semin,30.4808518,7.5048,303.91,0.739494,0.260506
500198,5,2017,Semin,23.2559515,5.396,271.37,0.73236,0.26764
500199,5,2017,Semin,28.8996014,9.9644,209.12,0.722787,0.277213
500200,5,2017,Semin,31.9978238,4.5244,314.52,0.621635,0.378365
500201,5,2017,Semin,47.2575332,13.3356,172.32,0.763218,0.236782
500202,5,2017,Semin,21.6232783,7.7678,384.91,0.76109,0.23891
500203,5,2017,Semin,35.2374588,7.2352,NA,0.762593,0.237407
500204,5,2017,Semin,25.6599664,NA,405.53,0.623055,0.376945
600001,6,2017,Semin,26.1313103,7.0342,169.59,0.726194,0.273806
600002,6,2017,Semin,33.1723378,5.3784,178.76,0.734684,0.265316
600003,6,2017,Semin,38.278927,7.0536,248.81,0.748039,0.251961
600004,6,2017,Semin,20.959147,4.831,467.41,0.719749,0.280251
600005,6,2017,Semin,26.0575394,4.5714,262.47,0.651738,0.348262
600006,6,2017,Semin,38.8363075,5.6704,354.96,0.766641,0.233359
600007,6,2017,Semin,41.3199295,4.4188,252.92,0.739993,0.260007
600008,6,2017,Semin,29.6231354,5.4216,198.47,0.760554,0.239446
600009,6,2017,Semin,29.1231322,4.9996,205.2,0.736925,0.263075
600010,6,2017,Semin,37.3281014,7.2482,339.4,0.73607,0.26393
600011,6,2017,Semin,19.8853698,4.2456,319.02,0.631598,0.368402
600012,6,2017,Semin,31.6723285,2.99,510.15,0.812635,0.187365
600013,6,2017,Semin,30.6149448,3.8992,323.66,0.737903,0.262097
600014,6,2017,Semin,28.0903389,3.2746,227.74,0.679913,0.320087
600015,6,2017,Semin,22.5001402,4.5624,459.42,0.651671,0.348329
600016,6,2017,Semin,35.7461243,4.2106,354.29,0.723022,0.276978
600017,6,2017,Semin,22.9837497,5.2276,453.32,0.555825,0.444175
600018,6,2017,Semin,24.0165431,5.9808,411.62,0.750754,0.249246
600019,6,2017,Semin,25.5247492,4.519,348.42,0.766831,0.233169
600020,6,2017,Semin,29.6231354,4.7224,431.13,0.566736,0.433264
600021,6,2017,Semin,19.9181569,3.1214,375.15,0.662396,0.337604
600022,6,2017,Semin,33.7297183,6.806,381.02,0.79917,0.20083
600023,6,2017,Semin,14.3115646,NA,334.11,0.736086,0.263914
600024,6,2017,Semin,19.9345504,6.7102,532.3,0.616641,0.383359
600025,6,2017,Semin,23.983756,3.8752,191.01,0.639677,0.360323
600026,6,2017,Semin,28.6067356,7.489,313.36,0.72408,0.27592
600027,6,2017,Semin,40.8117296,3.9738,293.21,0.635382,0.364618
600028,6,2017,Semin,33.2051249,3.5736,362.43,0.694464,0.305536
600029,6,2017,Semin,40.3281201,7.3624,313.42,0.821985,0.178015
600030,6,2017,Semin,43.6232226,4.471,329.8,0.66622,0.33378
600031,6,2017,Semin,NA,5.4104,340.39,0.726374,0.273626
600032,6,2017,Semin,21.96735,4.2392,366.45,0.705416,0.294584
600033,6,2017,Semin,30.1559256,5.9042,233.75,0.785796,0.214204
600034,6,2017,Semin,33.8526699,4.7552,251.74,0.6922,0.3078
600035,6,2017,Semin,31.1969157,6.108,442.23,0.73285,0.26715
600036,6,2017,Semin,26.0575394,5.2312,408.49,0.699335,0.300665
600037,6,2017,Semin,23.9673624,5.0852,272.22,0.651305,0.348695
600038,6,2017,Semin,30.2706804,5.8652,368.51,0.747108,0.252892
600039,6,2017,Semin,23.4919496,8.0914,291.5,0.820383,0.179617
600040,6,2017,Semin,19.4427441,5.951,449.24,0.620733,0.379267
600041,6,2017,Semin,30.1723191,5.3632,330.52,0.826593,0.173407
600042,6,2017,Semin,7.1393887,6.0052,271.91,0.705773,0.294227
600043,6,2017,Semin,29.1231322,11.558,350.54,0.819697,0.180303
600044,6,2017,Semin,32.6723347,4.149,187.85,0.669351,0.330649
600045,6,2017,Semin,34.7215278,7.686,315.94,0.642516,0.357484
600046,6,2017,Semin,30.6395351,9.7564,226.21,0.738145,0.261855
600047,6,2017,Semin,15.3279643,5.707,468.01,0.746372,0.253628
600049,6,2017,Semin,25.0165493,5.8184,659.22,0.760173,0.239827
600053,6,2017,Semin,25.0657299,11.1854,291.21,0.777395,0.222605
600054,6,2017,Semin,28.6067356,6.1824,361.58,0.691832,0.308168
600057,6,2017,Semin,19.9263536,5.8894,360.24,0.771353,0.228647
600058,6,2017,Semin,28.5985388,9.215,282.11,0.744124,0.255876
600059,6,2017,Semin,38.2953205,7.7744,200.43,0.757823,0.242177
600060,6,2017,Semin,23.4837528,8.5576,262.47,0.674043,0.325957
600061,6,2017,Semin,21.4509533,7.817,390.81,0.768973,0.231027
600062,6,2017,Semin,18.9017571,6.13,179.6,0.734182,0.265818
600064,6,2017,Semin,23.0001433,7.8162,282.44,0.695465,0.304535
600065,6,2017,Semin,30.1641223,5.3142,280.58,0.828845,0.171155
600066,6,2017,Semin,21.4591501,7.2244,382.09,0.711428,0.288572
600067,6,2017,Semin,28.2378808,4.5516,188.87,0.796194,0.203806
600068,6,2017,Semin,22.4427628,9.0528,377.6,0.688921,0.311079
600069,6,2017,Semin,NA,7.7262,340.16,0.746555,0.253445
600070,6,2017,Semin,30.8772415,7.4106,368.67,0.81306,0.18694
600071,6,2017,Semin,21.9755467,4.7176,346.84,0.556587,0.443413
600072,6,2017,Semin,39.9592653,8.269,244.5,0.709971,0.290029
600073,6,2017,Semin,NA,4.385,250.19,0.744665,0.255335
600074,6,2017,Semin,39.3445074,7.144,160.18,0.758325,0.241675
600075,6,2017,Semin,30.6477319,5.3974,236.9,0.635236,0.364764
600076,6,2017,Semin,30.1969094,5.2852,580.25,0.695984,0.304016
600077,6,2017,Semin,NA,7.1162,422.52,0.721095,0.278905
600078,6,2017,Semin,27.5739423,6.1074,227.2,0.774111,0.225889
600079,6,2017,Semin,33.9018505,4.9196,226.86,0.751276,0.248724
600080,6,2017,Semin,34.2133279,4.3934,365.95,0.691495,0.308505
600081,6,2017,Semin,22.975553,4.5098,276.17,0.798609,0.201391
600082,6,2017,Semin,23.5001464,5.369,350.13,0.624763,0.375237
600083,6,2017,Semin,24.5165462,4.386,263.01,0.704508,0.295492
600084,6,2017,Semin,31.1559318,9.3602,280.84,0.744433,0.255567
600085,6,2017,Semin,31.6477381,6.7944,357.18,0.718318,0.281682
600086,6,2017,Semin,33.705128,4.2426,473.99,0.688151,0.311849
600087,6,2017,Semin,NA,4.2342,496.39,0.790233,0.209767
600088,6,2017,Semin,28.123126,3.8646,623.53,0.71583,0.28417
600089,6,2017,Semin,29.6149386,6.8412,149.61,0.797749,0.202251
600090,6,2017,Semin,35.3444825,10.1024,303.6,0.845757,0.154243
600091,6,2017,Semin,31.8444607,5.7734,369.29,0.805145,0.194855
600092,6,2017,Semin,17.3853542,5.359,188.78,0.777101,0.222899
600093,6,2017,Semin,22.4673531,5.5488,321.48,0.638076,0.361924
600094,6,2017,Semin,28.6313259,6.1708,309.62,0.615709,0.384291
600095,6,2017,Semin,18.3935572,7.214,290.25,0.70497,0.29503
600096,6,2017,Semin,32.7215153,6.2482,410.16,0.654034,0.345966
600097,6,2017,Semin,28.123126,5.1282,219.83,0.767914,0.232086
600098,6,2017,Semin,28.6395227,5.9348,157.3,0.835181,0.164819
600099,6,2017,Semin,37.2543304,4.9388,100.87,0.66278,0.33722
600100,6,2017,Semin,25.0493364,5.9694,212.12,0.755131,0.244869
600101,6,2017,Semin,30.6723222,6.953,208.27,0.76222,0.23778
600102,6,2017,Semin,28.6313259,6.0036,260.53,0.758065,0.241935
600103,6,2017,Semin,31.3854414,9.2164,322.94,0.762385,0.237615
600104,6,2017,Semin,33.2297152,6.763,239.03,0.724048,0.275952
600105,6,2017,Semin,23.9919527,6.3094,232.99,0.749436,0.250564
600106,6,2017,Semin,26.1886877,8.5922,353.21,0.680795,0.319205
600107,6,2017,Semin,25.0411396,5.7232,222.19,0.63464,0.36536
600108,6,2017,Semin,25.5329459,9.6804,213.58,0.750559,0.249441
600109,6,2017,Semin,21.9427596,7.7608,206.97,0.73094,0.26906
600110,6,2017,Semin,20.9017696,9.805,175.18,0.828994,0.171006
600111,6,2017,Semin,26.5821328,5.4594,244.56,0.714442,0.285558
600112,6,2017,Semin,30.6723222,5.6296,360.55,0.708532,0.291468
600113,6,2017,Semin,37.7543336,4.3558,457.98,0.706067,0.293933
600114,6,2017,Semin,17.860767,5.7718,336.88,0.766575,0.233425
600115,6,2017,Semin,19.983731,5.0226,334.87,0.530384,0.469616
600116,6,2017,Semin,23.4837528,8.7166,275.36,0.813095,0.186905
600117,6,2017,Semin,30.8526512,6.4438,561.9,0.729955,0.270045
600118,6,2017,Semin,29.778874,7.879,356.86,0.685531,0.314469
600119,6,2017,Semin,24.4755623,4.5886,313.16,0.698445,0.301555
600120,6,2017,Semin,19.3853667,4.9386,328.33,0.70421,0.29579
600121,6,2017,Semin,28.0739454,3.8128,400.17,0.703193,0.296807
600122,6,2017,Semin,26.5575425,6.708,252.73,0.767382,0.232618
600123,6,2017,Semin,26.5493457,6.9108,284.45,0.641465,0.358535
600124,6,2017,Semin,30.6395351,6.2634,115.57,0.804292,0.195708
600125,6,2017,Semin,NA,NA,420.11,0.703398,0.296602
600126,6,2017,Semin,25.5493395,3.8928,183.24,0.799029,0.200971
600127,6,2017,Semin,27.5985326,7.0134,396.93,0.673215,0.326785
600128,6,2017,Semin,21.9509564,6.095,388.31,0.650945,0.349055
600129,6,2017,Semin,25.5001589,6.9852,276.32,0.882619,0.117381
600130,6,2017,Semin,28.7870646,13.4186,328.25,0.825091,0.174909
600131,6,2017,Semin,22.9509626,6.3776,426.04,0.750583,0.249417
600132,6,2017,Semin,16.852564,6.3002,461.56,0.628992,0.371008
600133,6,2017,Semin,39.9100847,2.185,183.16,0.78036,0.21964
600134,6,2017,Semin,33.1969281,10.621,258.78,0.709262,0.290738
600135,6,2017,Semin,18.9099539,4.8488,283.24,0.696694,0.303306
600136,6,2017,Semin,26.0575394,5.708,350.3,0.752188,0.247812
600137,6,2017,Semin,36.3772758,7.471,218.39,0.767954,0.232046
600138,6,2017,Semin,22.0657112,7.3686,264.38,0.743131,0.256869
600139,6,2017,Semin,20.959147,6.0386,290.55,0.629031,0.370969
600140,6,2017,Semin,32.1887251,9.3888,591.6,0.736113,0.263887
600141,6,2017,Semin,21.4509533,6.5288,458.41,0.640703,0.359297
600142,6,2017,Semin,NA,8.191,375.13,0.781291,0.218709
600143,6,2017,Semin,35.7707146,3.6728,382.74,0.649158,0.350842
600144,6,2017,Semin,32.7133185,9.3162,296.46,0.766367,0.233633
600145,6,2017,Semin,25.5083556,4.2774,233.94,0.644754,0.355246
600146,6,2017,Semin,31.0985544,4.0288,326.63,0.72994,0.27006
600147,6,2017,Semin,31.147735,8.1376,338,0.709828,0.290172
600148,6,2017,Semin,23.4919496,NA,187.01,0.686833,0.313167
600149,6,2017,Semin,22.9673562,9.6156,254.38,0.791943,0.208057
600150,6,2017,Semin,29.6231354,4.2002,257.8,0.801539,0.198461
600151,6,2017,Semin,NA,6.6418,166.72,0.761324,0.238676
600152,6,2017,Semin,37.7789239,5.4672,434.42,0.718505,0.281495
600153,6,2017,Semin,32.1805283,7.888,288.62,0.702044,0.297956
600154,6,2017,Semin,20.4345535,5.867,157.47,0.677978,0.322022
600155,6,2017,Semin,32.2706928,5.0598,225.32,0.746721,0.253279
600158,6,2017,Semin,32.7870895,6.0284,194.66,0.79343,0.20657
600159,6,2017,Semin,23.9919527,3.588,164.98,0.692776,0.307224
600160,6,2017,Semin,35.2215309,6.2628,168.2,0.730869,0.269131
600161,6,2017,Semin,42.9101034,4.6614,138.69,0.702883,0.297117
600162,6,2017,Semin,23.4919496,4.3432,251.86,0.677091,0.322909
600163,6,2017,Semin,23.4919496,4.164,152.62,0.705306,0.294694
600164,6,2017,Semin,23.4837528,5.014,436.99,0.63226,0.36774
600165,6,2017,Semin,46.5002897,3.9826,122.93,0.703565,0.296435
600166,6,2017,Semin,33.237912,5.3152,249.41,0.754477,0.245523
600167,6,2017,Semin,36.2953081,5.2448,295.42,0.764205,0.235795
600168,6,2017,Semin,NA,5.965,208.61,0.795599,0.204401
600169,6,2017,Semin,38.3035173,8.7948,306,0.771042,0.228958
600170,6,2017,Semin,NA,11.81,370.55,0.740957,0.259043
600171,6,2017,Semin,47.4839024,12.1914,273.47,0.787157,0.212843
600172,6,2017,Semin,34.7707084,10.3468,270.58,0.699229,0.300771
600173,6,2017,Semin,35.1887438,8.9672,162.77,0.717948,0.282052
600174,6,2017,Semin,32.7133185,6.5158,311.95,0.686281,0.313719
600175,6,2017,Semin,24.0001495,5.9048,176.77,0.749121,0.250879
600176,6,2017,Semin,32.7543024,9.7624,299.1,0.618827,0.381173
600177,6,2017,Semin,30.6231416,12.7568,194.52,0.742222,0.257778
600178,6,2017,Semin,36.803508,11.0134,274.11,0.869081,0.130919
600179,6,2017,Semin,23.0001433,5.3676,248.81,0.726595,0.273405
600180,6,2017,Semin,29.6067418,8.4928,227.09,0.726188,0.273812
600182,6,2017,Semin,35.254318,4.0012,243.67,0.770011,0.229989
600183,6,2017,Semin,27.0657424,6.9716,100.28,0.683956,0.316044
