UFID,Set,Year,Project,LoadSlope,AvgShortLength,SWGarea,AngusGBC,BrahmanGBC
130146,13,2018,Semin,23.2912974,4.2282,318.54,0.62298,0.37702
130147,13,2018,Semin,20.088744,4.9278,266.35,0.667657,0.332343
130148,13,2018,Semin,21.3780837,4.2066,219.07,0.712555,0.287445
130149,13,2018,Semin,23.956763,6.7594,308.53,0.828163,0.171837
130150,13,2018,Semin,25.9115684,5.431,283.46,0.637733,0.362267
130151,13,2018,Semin,19.4336763,5.133,134.27,0.663593,0.336407
130152,13,2018,Semin,29.1453154,6.7072,182.78,0.761478,0.238522
130153,13,2018,Semin,25.9115684,5.0338,289.21,0.719288,0.280712
130154,13,2018,Semin,22.6882192,3.9682,403.87,0.688913,0.311087
130155,13,2018,Semin,23.3224911,7.5316,215.26,0.587249,0.412751
130156,13,2018,Semin,29.186907,4.049,416.47,0.678136,0.321864
130157,13,2018,Semin,27.2113059,3.7976,253.97,0.839776,0.160224
130158,13,2018,Semin,21.3780837,4.741,291.24,0.70056,0.29944
130160,13,2018,Semin,22.6882192,5.5414,611.74,0.728492,0.271508
130161,13,2018,Semin,15.5552593,4.2688,321.91,0.757333,0.242667
130162,13,2018,Semin,44.7109727,14.4444,278.59,0.707934,0.292066
130163,13,2018,Semin,23.3640827,7.2552,236.97,0.778685,0.221315
130164,13,2018,Semin,29.8003832,4.8646,184.07,0.690732,0.309268
130165,13,2018,Semin,20.0991419,6.8924,248.21,0.659353,0.340647
130166,13,2018,Semin,24.6430245,4.7168,281.47,0.704042,0.295958
130167,13,2018,Semin,33.7307896,7.1798,254.7,0.760863,0.239137
130168,13,2018,Semin,22.6882192,7.5334,392.38,0.738678,0.261322
130169,13,2018,Semin,29.1453154,4.0444,153.37,0.681382,0.318618
130170,13,2018,Semin,18.7994043,4.2334,247.17,0.762855,0.237145
130171,13,2018,Semin,25.2980922,4.7924,370.99,0.715233,0.284767
130172,13,2018,Semin,19.46487,3.541,224.24,0.508119,0.491881
130173,13,2018,Semin,36.8709556,5.983,687.56,0.684142,0.315858
130174,13,2018,Semin,20.7438117,8.1744,318.18,0.690512,0.309488
130175,13,2018,Semin,27.200908,4.9916,592.03,0.589757,0.410243
130176,13,2018,Semin,18.8202001,4.415,495.7,0.743118,0.256882
130177,13,2018,Semin,26.5458403,4.7704,280.61,0.735521,0.264479
130178,13,2018,Semin,16.8549969,6.74,NA,0.770966,0.229034
130179,13,2018,Semin,44.8357475,4.8968,333.47,0.732121,0.267879
130181,13,2018,Semin,29.8003832,5.5682,161.17,0.741181,0.258819
130182,13,2018,Semin,25.2876943,4.6268,370.24,0.669452,0.330548
130183,13,2018,Semin,19.4440742,3.0038,228.71,0.690539,0.309461
130184,13,2018,Semin,20.7334138,6.6288,49.49,0.763405,0.236595
130185,13,2018,Semin,26.5562382,4.5578,279.5,0.676353,0.323647
130186,13,2018,Semin,24.6118308,7.426,327.08,0.799869,0.200131
130187,13,2018,Semin,22.0435493,4.7036,207.28,0.669456,0.330544
130188,13,2018,Semin,20.1095398,8.1642,254.4,0.726121,0.273879
130189,13,2018,Semin,15.5240656,6.088,292.5,0.756178,0.243822
130190,13,2018,Semin,16.948578,6.2716,271.23,0.7546,0.2454
130191,13,2018,Semin,42.1426912,5.0298,458.34,0.673253,0.326747
130192,13,2018,Semin,29.9043622,6.7332,97.06,0.749361,0.250639
130193,13,2018,Semin,30.4762467,5.4624,424.36,0.748416,0.251584
130194,13,2018,Semin,10.990581,12.4642,188.51,0.746385,0.253615
130195,13,2018,Semin,22.6258318,4.9032,217.59,0.754376,0.245624
130196,13,2018,Semin,40.1566922,5.3308,336.58,0.683517,0.316483
130197,13,2018,Semin,12.9661821,6.0196,178.2,0.746199,0.253801
130198,13,2018,Semin,16.2311229,6.4272,284.15,0.715259,0.284741
130199,13,2018,Semin,26.577034,4.923,191.64,0.636072,0.363928
130200,13,2018,Semin,16.8653948,5.5652,245.08,0.662832,0.337168
130201,13,2018,Semin,18.1339387,3.8734,256.27,0.703664,0.296336
130202,13,2018,Semin,25.9323642,7.3964,332.02,0.737796,0.262204
130203,13,2018,Semin,27.8663737,5.539,186.66,0.831164,0.168836
130204,13,2018,Semin,29.8107811,7.2676,143.3,0.727,0.273
130205,13,2018,Semin,26.5562382,7.6264,242.13,0.849952,0.150048
130207,13,2018,Semin,31.1729061,6.1506,180.38,0.681423,0.318577
130208,13,2018,Semin,29.1349175,9.2176,176.68,0.784804,0.215196
130209,13,2018,Semin,24.6326266,6.4356,242.01,0.683901,0.316099
130210,13,2018,Semin,25.2565006,4.8558,191.97,0.735293,0.264707
130211,13,2018,Semin,24.6534224,4.9652,342.24,0.780708,0.219292
130212,13,2018,Semin,23.332889,4.2028,186.36,0.770598,0.229402
130213,13,2018,Semin,23.9463651,5.5848,93.88,0.793976,0.206024
130215,13,2018,Semin,31.0897229,5.7704,133.22,0.666132,0.333868
130216,13,2018,Semin,36.9541388,6.2178,130.15,0.747832,0.252168
130217,13,2018,Semin,37.6819919,3.6926,264.81,0.822462,0.177538
130219,13,2018,Semin,39.5016245,3.7608,265.17,0.609768,0.390232
130220,13,2018,Semin,27.2321017,6.1378,208.99,0.624193,0.375807
130221,13,2018,Semin,20.7334138,5.7808,134.42,0.765543,0.234457
130222,13,2018,Semin,22.0331514,5.857,355.95,0.772643,0.227357
130223,13,2018,Semin,31.079325,7.5862,344.27,0.850972,0.149028
130224,13,2018,Semin,20.0679482,5.8626,316.67,0.634597,0.365403
130225,13,2018,Semin,19.46487,6.1068,177.58,0.694927,0.305073
130226,13,2018,Semin,26.5874319,NA,385.98,0.686983,0.313017
130227,13,2018,Semin,22.0227535,NA,209.76,0.708135,0.291865
130228,13,2018,Semin,29.8003832,NA,248.48,0.795524,0.204476
130229,13,2018,Semin,19.4544721,NA,NA,0.703827,0.296173
130230,13,2018,Semin,21.4404711,NA,200.43,0.587068,0.412932
140002,14,2019,Semin,23.4965417,NA,NA,0.700575,0.299425
140003,14,2019,Semin,20.3427278,NA,NA,0.628082,0.371918
140004,14,2019,Semin,25.0420362,NA,NA,0.734606,0.265394
140006,14,2019,Semin,21.1217576,NA,NA,0.766605,0.233395
140007,14,2019,Semin,39.1022662,NA,NA,0.731947,0.268053
140008,14,2019,Semin,23.5593667,NA,NA,0.537655,0.462345
140009,14,2019,Semin,29.7162145,NA,NA,0.669819,0.330181
140010,14,2019,Semin,19.5888281,NA,NA,0.581316,0.418684
140012,14,2019,Semin,23.5468017,NA,NA,0.758599,0.241401
140013,14,2019,Semin,26.6252256,NA,NA,0.663001,0.336999
140014,14,2019,Semin,24.2630065,NA,NA,0.78267,0.21733
140015,14,2019,Semin,23.4839767,NA,NA,0.666899,0.333101
140016,14,2019,Semin,22.717512,NA,NA,0.726832,0.273168
140017,14,2019,Semin,32.9328534,NA,NA,0.682915,0.317085
140018,14,2019,Semin,23.5091067,NA,NA,0.704443,0.295557
140019,14,2019,Semin,40.6980207,NA,NA,0.662998,0.337002
140020,14,2019,Semin,28.2209801,NA,NA,0.765712,0.234288
140021,14,2019,Semin,23.5091067,NA,NA,0.776382,0.223618
140022,14,2019,Semin,31.299404,NA,NA,0.680111,0.319889
140023,14,2019,Semin,18.7972334,NA,NA,0.786182,0.213818
140024,14,2019,Semin,19.6390881,NA,NA,0.747687,0.252313
140025,14,2019,Semin,17.9930737,NA,NA,0.815771,0.184229
140026,14,2019,Semin,21.1594526,NA,NA,0.563768,0.436232
140027,14,2019,Semin,24.3383964,NA,NA,0.76398,0.23602
140028,14,2019,Semin,39.1650912,NA,NA,0.775075,0.224925
140029,14,2019,Semin,42.3063401,NA,NA,0.615227,0.384773
140030,14,2019,Semin,25.8461959,NA,NA,0.665359,0.334641
140031,14,2019,Semin,25.0546012,NA,NA,0.708236,0.291764
140032,14,2019,Semin,35.2825076,NA,NA,0.749764,0.250236
140033,14,2019,Semin,26.6126606,NA,NA,0.691637,0.308363
140034,14,2019,Semin,32.0784337,NA,NA,0.782104,0.217896
140035,14,2019,Semin,26.8137006,NA,NA,0.648359,0.351641
140036,14,2019,Semin,24.2504415,NA,NA,0.731867,0.268133
140039,14,2019,Semin,28.9748798,NA,NA,0.717999,0.282001
140040,14,2019,Semin,22.780337,NA,NA,0.779367,0.220633
140043,14,2019,Semin,27.4545153,NA,NA,0.710067,0.289933
140044,14,2019,Semin,27.4796453,NA,NA,0.723165,0.276835
140045,14,2019,Semin,26.6000956,NA,NA,0.808067,0.191933
140046,14,2019,Semin,32.1035637,NA,NA,0.674126,0.325874
140047,14,2019,Semin,37.6949867,NA,NA,0.651704,0.348296
140048,14,2019,Semin,26.0346708,NA,NA,0.703176,0.296824
140049,14,2019,Semin,27.4922103,NA,NA,0.731091,0.268909
140050,14,2019,Semin,21.9133523,NA,NA,0.778266,0.221734
140051,14,2019,Semin,32.8574634,NA,NA,0.827278,0.172722
140052,14,2019,Semin,33.6741882,NA,NA,0.766851,0.233149
140053,14,2019,Semin,31.311969,NA,NA,0.77705,0.22295
140054,14,2019,Semin,22.717512,NA,NA,0.687006,0.312994
140055,14,2019,Semin,28.1958501,NA,NA,0.64279,0.35721
140056,14,2019,Semin,25.7959359,NA,NA,0.714857,0.285143
140057,14,2019,Semin,25.7959359,NA,NA,0.785296,0.214704
140058,14,2019,Semin,31.349664,NA,NA,0.732421,0.267579
140059,14,2019,Semin,27.3916904,NA,NA,0.760992,0.239008
140060,14,2019,Semin,28.334065,NA,NA,0.710619,0.289381
140061,14,2019,Semin,14.8769548,NA,NA,0.725029,0.274971
140062,14,2019,Semin,34.4532179,NA,NA,0.703063,0.296937
140063,14,2019,Semin,35.2573776,NA,NA,0.657033,0.342967
140064,14,2019,Semin,30.6083292,NA,NA,0.681045,0.318955
140066,14,2019,Semin,43.8643996,NA,NA,0.707128,0.292872
140068,14,2019,Semin,26.5875306,NA,NA,0.61224,0.38776
140069,14,2019,Semin,18.8097984,NA,NA,0.734651,0.265349
140070,14,2019,Semin,22.1143922,NA,NA,0.767034,0.232966
140071,14,2019,Semin,27.4293854,NA,NA,0.576284,0.423716
140072,14,2019,Semin,22.704947,NA,NA,0.631638,0.368362
140073,14,2019,Semin,34.4280879,NA,NA,0.817492,0.182508
140074,14,2019,Semin,25.0546012,NA,NA,0.659813,0.340187
140075,14,2019,Semin,14.8769548,NA,NA,0.610058,0.389942
140076,14,2019,Semin,28.2461101,NA,NA,0.638623,0.361377
140077,14,2019,Semin,24.2630065,NA,NA,0.74327,0.25673
140078,14,2019,Semin,25.0546012,NA,NA,0.778234,0.221766
140079,14,2019,Semin,17.3145639,NA,NA,0.746095,0.253905
140081,14,2019,Semin,22.730077,NA,NA,0.728987,0.271013
140082,14,2019,Semin,17.2894339,NA,NA,0.802236,0.197764
140085,14,2019,Semin,28.9246198,NA,NA,0.689473,0.310527
140086,14,2019,Semin,25.0546012,NA,NA,0.564799,0.435201
140087,14,2019,Semin,19.5511331,NA,NA,0.668956,0.331044
140088,14,2019,Semin,30.5580693,NA,NA,0.670854,0.329146
140089,14,2019,Semin,22.704947,NA,NA,0.692648,0.307352
140090,14,2019,Semin,18.8349284,NA,NA,0.71911,0.28089
140091,14,2019,Semin,24.4137864,NA,NA,0.812014,0.187986
140092,14,2019,Semin,16.4475792,NA,NA,0.686368,0.313632
140093,14,2019,Semin,32.0533037,NA,NA,0.797446,0.202554
140094,14,2019,Semin,24.2881365,NA,NA,0.646673,0.353327
140095,14,2019,Semin,26.5875306,NA,NA,0.729231,0.270769
140096,14,2019,Semin,15.6685495,NA,NA,0.774964,0.225036
140097,14,2019,Semin,54.8839007,NA,NA,0.707331,0.292669
140098,14,2019,Semin,36.840567,NA,NA,0.782302,0.217698
140101,14,2019,Semin,20.3678578,NA,NA,0.725862,0.274138
140102,14,2019,Semin,26.6503556,NA,NA,0.676215,0.323785
140103,14,2019,Semin,46.5407436,NA,NA,0.77691,0.22309
140104,14,2019,Semin,10.1776464,NA,NA,0.742158,0.257842
140105,14,2019,Semin,37.6321618,NA,NA,0.740804,0.259196
140106,14,2019,Semin,22.704947,NA,NA,0.676852,0.323148
140107,14,2019,Semin,25.0671662,NA,NA,0.662606,0.337394
140108,14,2019,Semin,21.9887423,NA,NA,0.67817,0.32183
140109,14,2019,Semin,28.1455901,NA,NA,0.779811,0.220189
140110,14,2019,Semin,34.4029579,NA,NA,0.723096,0.276904
140112,14,2019,Semin,25.8587609,NA,NA,0.727102,0.272898
140113,14,2019,Semin,24.2504415,NA,NA,0.589525,0.410475
140114,14,2019,Semin,22.679817,NA,NA,0.64504,0.35496
140116,14,2019,Semin,26.6126606,NA,NA,0.576403,0.423597
140117,14,2019,Semin,39.9566859,NA,NA,0.82021,0.17979
140118,14,2019,Semin,38.5745364,NA,NA,0.722518,0.277482
140120,14,2019,Semin,28.9497498,NA,NA,0.657319,0.342681
140121,14,2019,Semin,NA,NA,NA,0.736926,0.263074
140122,14,2019,Semin,33.6239282,NA,NA,0.75166,0.24834
140123,14,2019,Semin,25.8085009,NA,NA,0.551391,0.448609
140124,14,2019,Semin,28.9748798,NA,NA,0.689348,0.310652
140127,14,2019,Semin,30.6208942,NA,NA,0.623193,0.376807
140128,14,2019,Semin,22.717512,NA,NA,0.660563,0.339437
140129,14,2019,Semin,33.6616232,NA,NA,0.646142,0.353858
140130,14,2019,Semin,27.4042554,NA,NA,0.709486,0.290514
140131,14,2019,Semin,20.3552928,NA,NA,0.830861,0.169139
140132,14,2019,Semin,25.8838909,NA,NA,0.519643,0.480357
140133,14,2019,Semin,18.0056387,NA,NA,0.8429,0.1571
140135,14,2019,Semin,25.8336309,NA,NA,0.753044,0.246956
140136,14,2019,Semin,25.8336309,NA,NA,0.821881,0.178119
140137,14,2019,Semin,37.5944668,NA,NA,0.742246,0.257754
140138,14,2019,Semin,21.2222775,NA,NA,0.791196,0.208804
140139,14,2019,Semin,24.2755715,NA,NA,0.726988,0.273012
140140,14,2019,Semin,34.4657829,NA,NA,0.767092,0.232908
140141,14,2019,Semin,22.704947,NA,NA,0.648798,0.351202
140142,14,2019,Semin,25.8210659,NA,NA,0.77187,0.22813
140144,14,2019,Semin,26.6252256,NA,NA,0.694273,0.305727
140145,14,2019,Semin,12.5021706,NA,NA,0.411365,0.588635
140146,14,2019,Semin,29.7036496,NA,NA,0.543454,0.456546
140148,14,2019,Semin,21.9887423,NA,NA,0.694287,0.305713
140149,14,2019,Semin,29.7413445,NA,NA,0.767296,0.232704
140151,14,2019,Semin,32.8700284,NA,NA,0.69284,0.30716
140152,14,2019,Semin,21.1343226,NA,NA,0.836318,0.163682
140153,14,2019,Semin,20.3552928,NA,NA,0.729791,0.270209
140154,14,2019,Semin,4.6993083,NA,NA,0.779323,0.220677
140155,14,2019,Semin,28.9623148,NA,NA,0.70086,0.29914
140156,14,2019,Semin,14.8895198,NA,NA,0.536781,0.463219
140157,14,2019,Semin,24.3509614,NA,NA,0.758706,0.241294
140158,14,2019,Semin,29.7539095,NA,NA,0.722705,0.277295
140159,14,2019,Semin,19.5888281,NA,NA,0.702315,0.297685
140160,14,2019,Semin,36.7903071,NA,NA,0.789191,0.210809
140161,14,2019,Semin,39.944121,NA,NA,0.648125,0.351875
140162,14,2019,Semin,26.6126606,NA,NA,0.643754,0.356246
140163,14,2019,Semin,28.2335451,NA,NA,0.740467,0.259533
140164,14,2019,Semin,16.4475792,NA,NA,0.668254,0.331746
140165,14,2019,Semin,32.9077234,NA,NA,0.631693,0.368307
140166,14,2019,Semin,29.0000098,NA,NA,0.756238,0.243762
140167,14,2019,Semin,57.3215098,NA,NA,0.682417,0.317583
140168,14,2019,Semin,18.0182037,NA,NA,0.742227,0.257773
140169,14,2019,Semin,24.2504415,NA,NA,0.777022,0.222978
140170,14,2019,Semin,37.5819018,NA,NA,0.718511,0.281489
140171,14,2019,Semin,17.2517389,NA,NA,0.656588,0.343412
140172,14,2019,Semin,22.742642,NA,NA,0.733964,0.266036
140173,14,2019,Semin,35.1568576,NA,NA,0.82932,0.17068
140174,14,2019,Semin,41.5398754,NA,NA,0.762664,0.237336
140175,14,2019,Semin,35.1819876,NA,NA,0.709017,0.290983
140176,14,2019,Semin,25.0294712,NA,NA,0.752479,0.247521
140178,14,2019,Semin,37.5567718,NA,NA,0.755056,0.244944
140179,14,2019,Semin,15.6434195,NA,NA,0.735529,0.264471
140180,14,2019,Semin,26.6000956,NA,NA,0.599321,0.400679
140181,14,2019,Semin,22.717512,NA,NA,0.685807,0.314193
140182,14,2019,Semin,33.6364932,NA,NA,0.707312,0.292688
140183,14,2019,Semin,28.1958501,NA,NA,0.757854,0.242146
140184,14,2019,Semin,27.4168204,NA,NA,0.728167,0.271833
140185,14,2019,Semin,26.6503556,NA,NA,0.674513,0.325487
140186,14,2019,Semin,10.9692411,NA,NA,0.657341,0.342659
140187,14,2019,Semin,24.2504415,NA,NA,0.683385,0.316615
140188,14,2019,Semin,28.9748798,NA,NA,0.759902,0.240098
140189,14,2019,Semin,17.2266089,NA,NA,0.754981,0.245019
140190,14,2019,Semin,39.2027862,NA,NA,0.63521,0.36479
140191,14,2019,Semin,26.6126606,NA,NA,0.665464,0.334536
140192,14,2019,Semin,21.8882223,NA,NA,0.713216,0.286784
140193,14,2019,Semin,20.3552928,NA,NA,0.765446,0.234554
140194,14,2019,Semin,23.4839767,NA,NA,0.722217,0.277783
140195,14,2019,Semin,50.8631021,NA,NA,0.734899,0.265101
140196,14,2019,Semin,17.2266089,NA,NA,0.776572,0.223428
140197,14,2019,Semin,31.337099,NA,NA,0.781001,0.218999
140198,14,2019,Semin,28.9246198,NA,NA,0.615514,0.384486
140199,14,2019,Semin,34.4783479,NA,NA,0.76618,0.23382
140200,14,2019,Semin,33.6113632,NA,NA,0.737515,0.262485
140201,14,2019,Semin,19.5762631,NA,NA,0.77859,0.22141
140202,14,2019,Semin,25.0546012,NA,NA,0.764165,0.235835
140203,14,2019,Semin,21.9007873,NA,NA,0.79056,0.20944
140204,14,2019,Semin,42.9974149,NA,NA,0.702987,0.297013
140205,14,2019,Semin,17.2391739,NA,NA,0.664488,0.335512
140206,14,2019,Semin,76.633908,NA,NA,0.773573,0.226427
140207,14,2019,Semin,32.8197685,NA,NA,0.710936,0.289064
140208,14,2019,Semin,37.5944668,NA,NA,0.767178,0.232822
140209,14,2019,Semin,30.5078093,NA,NA,0.635326,0.364674
140210,14,2019,Semin,28.1707201,NA,NA,0.696077,0.303923
140213,14,2019,Semin,30.5203743,NA,NA,0.693363,0.306637
140214,14,2019,Semin,46.9679535,NA,NA,0.719307,0.280693
140215,14,2019,Semin,38.3734965,NA,NA,0.658803,0.341197
140216,14,2019,Semin,29.7287795,NA,NA,0.699045,0.300955
140217,14,2019,Semin,39.906426,NA,NA,0.817296,0.182704
140218,14,2019,Semin,21.9259173,NA,NA,0.622553,0.377447
140219,14,2019,Semin,27.4168204,NA,NA,0.742486,0.257514
140220,14,2019,Semin,7.8405572,NA,NA,0.812843,0.187157
140221,14,2019,Semin,31.286839,NA,NA,0.722066,0.277934
150002,15,2019,Semin,NA,NA,NA,0.756718,0.243282
150003,15,2019,Semin,32.5491902,NA,NA,0.645099,0.354901
150004,15,2019,Semin,14.043655,NA,NA,0.433772,0.566228
150005,15,2019,Semin,NA,NA,NA,0.802174,0.197826
150006,15,2019,Semin,NA,NA,NA,0.69111,0.30889
150007,15,2019,Semin,35.343499,NA,NA,0.6647,0.3353
150008,15,2019,Semin,21.4080107,NA,NA,0.761657,0.238343
150009,15,2019,Semin,NA,NA,NA,0.679108,0.320892
150010,15,2019,Semin,34.8477345,NA,NA,0.744152,0.255848
150011,15,2019,Semin,31.9632867,NA,NA,0.745074,0.254926
150012,15,2019,Semin,22.5347481,NA,NA,0.728279,0.271721
150013,15,2019,Semin,26.4107248,NA,NA,0.7678,0.2322
150014,15,2019,Semin,48.8282923,NA,NA,0.70247,0.29753
150015,15,2019,Semin,30.3137432,NA,NA,0.730684,0.269316
150016,15,2019,Semin,19.6503004,NA,NA,0.737789,0.262211
150017,15,2019,Semin,28.1233657,NA,NA,0.77053,0.22947
150018,15,2019,Semin,17.4328812,NA,NA,0.708083,0.291917
150019,15,2019,Semin,NA,NA,NA,0.692456,0.307544
150020,15,2019,Semin,47.8097216,NA,NA,0.652125,0.347875
150021,15,2019,Semin,21.3629412,NA,NA,0.534987,0.465013
150022,15,2019,Semin,31.4314667,NA,NA,0.805872,0.194128
150023,15,2019,Semin,16.3061437,NA,NA,0.783264,0.216736
150024,15,2019,Semin,34.3519701,NA,NA,0.661452,0.338548
150025,15,2019,Semin,NA,NA,NA,0.723905,0.276095
150026,15,2019,Semin,14.6115307,NA,NA,0.616321,0.383679
150027,15,2019,Semin,23.1026238,NA,NA,0.752662,0.247338
150028,15,2019,Semin,25.2839874,NA,NA,0.78665,0.21335
150029,15,2019,Semin,19.1094664,NA,NA,0.662394,0.337606
150030,15,2019,Semin,26.9695866,NA,NA,0.743781,0.256219
150031,15,2019,Semin,14.5935029,NA,NA,0.762731,0.237269
150032,15,2019,Semin,23.0575543,NA,NA,0.63777,0.36223
150033,15,2019,Semin,24.7070979,NA,NA,0.703942,0.296058
150034,15,2019,Semin,29.7458675,NA,NA,0.720713,0.279287
150035,15,2019,Semin,19.7945228,NA,NA,0.810817,0.189183
150036,15,2019,Semin,28.0602684,NA,NA,0.729012,0.270988
150037,15,2019,Semin,32.026384,NA,NA,0.795575,0.204425
150038,15,2019,Semin,25.2839874,NA,NA,0.778358,0.221642
150039,15,2019,Semin,14.6205446,NA,NA,0.756054,0.243946
150040,15,2019,Semin,NA,NA,NA,0.671068,0.328932
150041,15,2019,Semin,26.4197387,NA,NA,0.662686,0.337314
150042,15,2019,Semin,26.9245171,NA,NA,0.815214,0.184786
150043,15,2019,Semin,25.8879187,NA,NA,0.679943,0.320057
150044,15,2019,Semin,29.8540343,NA,NA,0.643469,0.356531
150045,15,2019,Semin,35.9294024,NA,NA,0.723736,0.276264
150046,15,2019,Semin,29.7638953,NA,NA,0.687927,0.312073
150047,15,2019,Semin,27.0416978,NA,NA,0.720769,0.279231
150048,15,2019,Semin,24.3285141,NA,NA,0.77036,0.22964
150049,15,2019,Semin,55.201119,NA,NA,0.75892,0.24108
150050,15,2019,Semin,23.0214987,NA,NA,0.719752,0.280248
150051,15,2019,Semin,27.5104205,NA,NA,0.628256,0.371744
150052,15,2019,Semin,26.4107248,NA,NA,0.693573,0.306427
150053,15,2019,Semin,27.5284483,NA,NA,0.775183,0.224817
150054,15,2019,Semin,27.5284483,NA,NA,0.695308,0.304692
150055,15,2019,Semin,20.7860517,NA,NA,0.837856,0.162144
150056,15,2019,Semin,20.7499961,NA,NA,0.626294,0.373706
150057,15,2019,Semin,17.3968256,NA,NA,0.663283,0.336717
150058,15,2019,Semin,31.4765362,NA,NA,0.723427,0.276573
150059,15,2019,Semin,26.9515588,NA,NA,0.727954,0.272046
150060,15,2019,Semin,24.2834446,NA,NA,0.819209,0.180791
150061,15,2019,Semin,31.4675223,NA,NA,0.701146,0.298854
150062,15,2019,Semin,39.8865042,NA,NA,0.659924,0.340076
150063,15,2019,Semin,NA,NA,NA,0.692823,0.307177
150064,15,2019,Semin,20.2812733,NA,NA,0.812057,0.187943
150065,15,2019,Semin,24.2203473,NA,NA,0.643565,0.356435
150066,15,2019,Semin,44.9523156,NA,NA,0.730652,0.269348
150067,15,2019,Semin,19.1274942,NA,NA,0.772138,0.227862
150068,15,2019,Semin,14.0256272,NA,NA,0.770708,0.229292
150069,15,2019,Semin,20.8040795,NA,NA,0.713597,0.286403
150070,15,2019,Semin,28.3126576,NA,NA,0.713763,0.286237
150071,15,2019,Semin,25.8518631,NA,NA,0.737363,0.262637
150072,15,2019,Semin,23.5713465,NA,NA,0.695483,0.304517
150073,15,2019,Semin,33.6759276,NA,NA,0.732926,0.267074
150074,15,2019,Semin,27.0416978,NA,NA,0.628228,0.371772
150075,15,2019,Semin,25.8248214,NA,NA,0.797855,0.202145
150076,15,2019,Semin,23.084596,NA,NA,0.53759,0.46241
150077,15,2019,Semin,19.6412865,NA,NA,0.619001,0.380999
150078,15,2019,Semin,36.4972781,NA,NA,0.747846,0.252154
150079,15,2019,Semin,23.7245828,NA,NA,0.712748,0.287252
150080,15,2019,Semin,19.0643969,NA,NA,0.66776,0.33224
150081,15,2019,Semin,31.4675223,NA,NA,0.71315,0.28685
150082,15,2019,Semin,22.5347481,NA,NA,0.618764,0.381236
150083,15,2019,Semin,28.6641996,NA,NA,0.861406,0.138594
150084,15,2019,Semin,25.7977797,NA,NA,0.721157,0.278843
150085,15,2019,Semin,30.8275354,NA,NA,0.825051,0.174949
150086,15,2019,Semin,26.3836831,NA,NA,0.729399,0.270601
150087,15,2019,Semin,26.9425449,NA,NA,0.76542,0.23458
150088,15,2019,Semin,20.2271899,NA,NA,0.638952,0.361048
150089,15,2019,Semin,44.3483843,NA,NA,0.741444,0.258556
150090,15,2019,Semin,20.2902872,NA,NA,0.622877,0.377123
150091,15,2019,Semin,40.6707134,NA,NA,0.753787,0.246213
150092,15,2019,Semin,33.1531215,NA,NA,0.594192,0.405808
150093,15,2019,Semin,NA,NA,NA,0.735608,0.264392
150094,15,2019,Semin,18.5506047,NA,NA,0.750555,0.249445
150095,15,2019,Semin,23.5533187,NA,NA,0.804471,0.195529
150096,15,2019,Semin,28.6732135,NA,NA,0.710418,0.289582
150097,15,2019,Semin,21.380969,NA,NA,0.846495,0.153505
150098,15,2019,Semin,NA,NA,NA,0.67269,0.32731
150099,15,2019,Semin,27.0416978,NA,NA,0.65455,0.34545
150100,15,2019,Semin,NA,NA,NA,0.509898,0.490102
150101,15,2019,Semin,28.6641996,NA,NA,0.521891,0.478109
150102,15,2019,Semin,20.2362038,NA,NA,0.746254,0.253746
150103,15,2019,Semin,35.0911098,NA,NA,0.690527,0.309473
150105,15,2019,Semin,48.3685834,NA,NA,0.72415,0.27585
150106,15,2019,Semin,21.4080107,NA,NA,0.716835,0.283165
150108,15,2019,Semin,33.2342465,NA,NA,0.626023,0.373977
150109,15,2019,Semin,25.2389179,NA,NA,0.73587,0.26413
150110,15,2019,Semin,26.9155032,NA,NA,0.793484,0.206516
150111,15,2019,Semin,NA,NA,NA,0.738431,0.261569
150112,15,2019,Semin,30.3678266,NA,NA,0.598627,0.401373
150113,15,2019,Semin,NA,NA,NA,0.665382,0.334618
150114,15,2019,Semin,31.4224528,NA,NA,0.666696,0.333304
150115,15,2019,Semin,28.1594213,NA,NA,0.716663,0.283337
150116,15,2019,Semin,30.8726049,NA,NA,0.703518,0.296482
150117,15,2019,Semin,24.1662639,NA,NA,0.431834,0.568166
150118,15,2019,Semin,27.113809,NA,NA,0.646062,0.353938
150119,15,2019,Semin,NA,NA,NA,0.647503,0.352497
150120,15,2019,Semin,31.9813145,NA,NA,0.58207,0.41793
150121,15,2019,Semin,NA,NA,NA,0.67931,0.32069
150122,15,2019,Semin,20.7680239,NA,NA,0.690421,0.309579
150123,15,2019,Semin,26.392697,NA,NA,0.767817,0.232183
150124,15,2019,Semin,21.3449134,NA,NA,0.706983,0.293017
150125,15,2019,Semin,NA,NA,NA,0.684006,0.315994
150126,15,2019,Semin,24.1392222,NA,NA,0.710821,0.289179
150127,15,2019,Semin,16.3241715,NA,NA,0.884626,0.115374
150128,15,2019,Semin,23.6074021,NA,NA,0.752281,0.247719
150129,15,2019,Semin,26.3836831,NA,NA,0.72917,0.27083
150130,15,2019,Semin,23.5893743,NA,NA,0.63944,0.36056
150131,15,2019,Semin,34.2347894,NA,NA,0.640746,0.359254
150132,15,2019,Semin,26.4377665,NA,NA,0.771412,0.228588
150133,15,2019,Semin,20.218176,NA,NA,0.712314,0.287686
150134,15,2019,Semin,24.15725,NA,NA,0.783477,0.216523
